Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Date
461,CUST461,Female,18,Beauty,2,500,1000,25-03-2023
462,CUST462,Male,63,Electronics,4,300,1200,01-04-2023
463,CUST463,Female,54,Beauty,3,500,1500,31-07-2023
464,CUST464,Male,38,Electronics,2,300,600,13-01-2023
465,CUST465,Female,43,Electronics,3,50,150,02-04-2023
466,CUST466,Male,63,Electronics,4,25,100,20-06-2023
467,CUST467,Female,53,Electronics,3,50,150,30-07-2023
468,CUST468,Male,40,Electronics,1,25,25,09-12-2023
469,CUST469,Male,18,Beauty,3,25,75,08-05-2023
470,CUST470,Female,57,Clothing,2,500,1000,17-05-2023
471,CUST471,Male,32,Clothing,3,50,150,23-03-2023
472,CUST472,Female,38,Beauty,3,300,900,26-12-2023
473,CUST473,Male,64,Beauty,1,50,50,25-02-2023
474,CUST474,Female,26,Clothing,3,500,1500,15-07-2023
475,CUST475,Male,26,Clothing,3,25,75,20-01-2023
476,CUST476,Female,27,Clothing,4,500,2000,29-08-2023
477,CUST477,Male,43,Clothing,4,30,120,24-04-2023
478,CUST478,Female,58,Clothing,2,30,60,13-04-2023
479,CUST479,Male,52,Electronics,4,300,1200,24-08-2023
480,CUST480,Female,42,Beauty,4,500,2000,29-06-2023
481,CUST481,Female,43,Electronics,4,300,1200,06-06-2023
482,CUST482,Female,28,Clothing,4,300,1200,27-04-2023
483,CUST483,Male,55,Clothing,1,30,30,25-04-2023
484,CUST484,Female,19,Clothing,4,300,1200,13-01-2023
485,CUST485,Male,24,Electronics,1,30,30,04-12-2023
486,CUST486,Female,35,Electronics,1,25,25,09-04-2023
487,CUST487,Male,44,Clothing,4,500,2000,24-07-2023
488,CUST488,Female,51,Electronics,3,300,900,18-06-2023
489,CUST489,Male,44,Electronics,1,30,30,23-05-2023
490,CUST490,Male,34,Clothing,3,50,150,05-02-2023
491,CUST491,Female,60,Electronics,3,300,900,23-05-2023
492,CUST492,Male,61,Beauty,4,25,100,29-06-2023
493,CUST493,Male,41,Beauty,2,25,50,25-11-2023
494,CUST494,Female,42,Beauty,4,50,200,18-09-2023
495,CUST495,Male,24,Beauty,2,30,60,24-07-2023
496,CUST496,Male,23,Clothing,2,300,600,14-12-2023
497,CUST497,Male,41,Clothing,4,30,120,02-10-2023
498,CUST498,Female,50,Clothing,4,25,100,19-06-2023
499,CUST499,Male,46,Beauty,2,30,60,15-01-2023
500,CUST500,Female,60,Beauty,4,25,100,01-03-2023
501,CUST501,Male,39,Electronics,2,30,60,14-05-2023
502,CUST502,Male,43,Electronics,3,50,150,02-04-2023
503,CUST503,Male,45,Beauty,4,500,2000,25-10-2023
504,CUST504,Female,38,Beauty,3,50,150,16-05-2023
505,CUST505,Male,24,Beauty,1,50,50,20-01-2023
506,CUST506,Male,34,Beauty,3,500,1500,25-02-2023
507,CUST507,Female,37,Electronics,3,500,1500,02-11-2023
508,CUST508,Male,58,Beauty,2,300,600,11-08-2023
509,CUST509,Female,37,Electronics,3,300,900,26-06-2023
510,CUST510,Female,39,Beauty,4,50,200,10-06-2023
511,CUST511,Male,45,Beauty,2,50,100,12-08-2023
512,CUST512,Female,57,Beauty,1,25,25,07-11-2023
513,CUST513,Male,24,Electronics,4,25,100,19-09-2023
514,CUST514,Female,18,Electronics,1,300,300,01-03-2023
515,CUST515,Female,49,Clothing,3,300,900,17-07-2023
516,CUST516,Male,30,Beauty,4,25,100,23-10-2023
517,CUST517,Female,47,Clothing,4,25,100,08-04-2023
518,CUST518,Female,40,Clothing,1,30,30,11-05-2023
519,CUST519,Female,36,Electronics,4,30,120,23-01-2023
520,CUST520,Female,49,Electronics,4,25,100,29-12-2023
521,CUST521,Female,47,Clothing,4,30,120,12-08-2023
522,CUST522,Male,46,Beauty,3,500,1500,01-01-2023
523,CUST523,Female,62,Electronics,1,300,300,24-09-2023
524,CUST524,Male,46,Beauty,4,300,1200,03-10-2023
525,CUST525,Female,47,Beauty,2,25,50,18-12-2023
526,CUST526,Male,33,Clothing,2,50,100,10-12-2023
527,CUST527,Male,57,Clothing,2,25,50,11-04-2023
528,CUST528,Female,36,Clothing,2,30,60,06-07-2023
529,CUST529,Female,35,Clothing,3,50,150,09-08-2023
530,CUST530,Female,18,Electronics,4,30,120,05-02-2023
531,CUST531,Male,31,Electronics,1,500,500,07-12-2023
532,CUST532,Female,64,Clothing,4,30,120,19-06-2023
533,CUST533,Male,19,Electronics,3,500,1500,16-11-2023
534,CUST534,Male,45,Clothing,2,500,1000,10-06-2023
535,CUST535,Male,47,Beauty,3,30,90,06-12-2023
536,CUST536,Female,55,Beauty,4,30,120,05-03-2023
537,CUST537,Female,21,Beauty,1,500,500,03-06-2023
538,CUST538,Male,18,Clothing,3,50,150,17-09-2023
539,CUST539,Male,25,Beauty,1,500,500,08-06-2023
540,CUST540,Female,46,Electronics,3,300,900,08-12-2023
541,CUST541,Male,56,Beauty,1,500,500,29-07-2023
542,CUST542,Female,20,Beauty,1,50,50,17-06-2023
543,CUST543,Male,49,Beauty,2,300,600,26-07-2023
544,CUST544,Female,27,Electronics,1,25,25,23-12-2023
545,CUST545,Male,27,Clothing,2,25,50,01-06-2023
546,CUST546,Female,36,Electronics,4,50,200,11-10-2023
547,CUST547,Male,63,Clothing,4,500,2000,07-03-2023
548,CUST548,Female,51,Clothing,2,30,60,09-04-2023
549,CUST549,Female,50,Beauty,2,50,100,04-08-2023
550,CUST550,Male,40,Clothing,3,300,900,07-12-2023
551,CUST551,Male,45,Electronics,3,300,900,14-07-2023
552,CUST552,Female,49,Electronics,3,25,75,13-12-2023
553,CUST553,Male,24,Clothing,4,300,1200,31-03-2023
554,CUST554,Female,46,Beauty,3,50,150,12-11-2023
555,CUST555,Male,25,Beauty,1,300,300,19-10-2023
556,CUST556,Female,18,Electronics,1,50,50,04-06-2023
557,CUST557,Female,20,Beauty,3,30,90,27-07-2023
558,CUST558,Female,41,Clothing,1,25,25,08-10-2023
559,CUST559,Female,40,Clothing,4,300,1200,01-01-2023
560,CUST560,Female,25,Electronics,1,50,50,05-06-2023
561,CUST561,Female,64,Clothing,4,500,2000,27-05-2023
562,CUST562,Male,54,Electronics,2,25,50,18-04-2023
563,CUST563,Male,20,Clothing,2,30,60,09-08-2023
564,CUST564,Male,50,Electronics,2,50,100,24-10-2023
565,CUST565,Female,45,Beauty,2,30,60,07-11-2023
566,CUST566,Female,64,Clothing,1,30,30,02-12-2023
567,CUST567,Female,25,Clothing,3,300,900,14-06-2023
568,CUST568,Female,51,Electronics,1,300,300,27-08-2023
569,CUST569,Male,52,Electronics,4,50,200,15-08-2023
570,CUST570,Male,49,Clothing,1,500,500,15-08-2023
571,CUST571,Female,41,Electronics,1,50,50,12-12-2023
572,CUST572,Male,31,Clothing,4,500,2000,20-04-2023
573,CUST573,Male,49,Beauty,2,30,60,19-09-2023
574,CUST574,Female,63,Electronics,2,25,50,31-08-2023
575,CUST575,Male,60,Clothing,2,50,100,28-03-2023
576,CUST576,Female,33,Beauty,3,50,150,04-12-2023
577,CUST577,Male,21,Beauty,4,500,2000,13-02-2023
578,CUST578,Female,54,Clothing,4,30,120,26-05-2023
579,CUST579,Female,38,Electronics,1,30,30,21-09-2023
580,CUST580,Female,31,Clothing,3,500,1500,06-12-2023
581,CUST581,Female,48,Beauty,2,30,60,21-11-2023
582,CUST582,Male,35,Clothing,3,300,900,14-11-2023
583,CUST583,Female,24,Electronics,4,25,100,21-06-2023
584,CUST584,Female,27,Beauty,4,50,200,17-02-2023
585,CUST585,Female,24,Clothing,1,25,25,01-05-2023
586,CUST586,Male,50,Electronics,1,50,50,11-12-2023
587,CUST587,Female,40,Beauty,4,300,1200,08-06-2023
588,CUST588,Male,38,Electronics,2,30,60,26-04-2023
589,CUST589,Female,36,Beauty,2,500,1000,12-04-2023
590,CUST590,Male,36,Clothing,3,300,900,17-03-2023
591,CUST591,Male,53,Electronics,4,25,100,13-01-2023
592,CUST592,Female,46,Beauty,4,500,2000,24-01-2023
593,CUST593,Male,35,Electronics,2,30,60,06-05-2023
594,CUST594,Female,19,Electronics,2,300,600,01-09-2023
595,CUST595,Female,18,Clothing,4,500,2000,09-11-2023
596,CUST596,Female,64,Electronics,1,300,300,07-02-2023
597,CUST597,Male,22,Beauty,4,300,1200,22-08-2023
598,CUST598,Male,37,Beauty,4,30,120,01-08-2023
599,CUST599,Female,28,Beauty,2,50,100,19-11-2023
600,CUST600,Female,59,Beauty,2,500,1000,22-10-2023
601,CUST601,Male,19,Clothing,1,30,30,10-04-2023
602,CUST602,Female,20,Electronics,1,300,300,23-12-2023
603,CUST603,Female,40,Clothing,3,30,90,16-07-2023
604,CUST604,Female,29,Electronics,4,50,200,11-09-2023
605,CUST605,Male,37,Electronics,2,500,1000,24-07-2023
606,CUST606,Male,22,Electronics,1,50,50,05-05-2023
607,CUST607,Male,54,Clothing,3,25,75,17-03-2023
608,CUST608,Female,55,Electronics,3,500,1500,02-12-2023
609,CUST609,Female,47,Clothing,2,50,100,19-12-2023
610,CUST610,Female,26,Beauty,2,300,600,03-01-2023
611,CUST611,Male,51,Beauty,3,500,1500,24-02-2023
612,CUST612,Female,61,Electronics,1,500,500,06-08-2023
613,CUST613,Female,52,Clothing,3,30,90,23-04-2023
614,CUST614,Female,39,Beauty,4,300,1200,01-04-2023
615,CUST615,Female,61,Clothing,4,25,100,23-12-2023
616,CUST616,Male,41,Clothing,2,50,100,23-09-2023
617,CUST617,Male,34,Electronics,1,30,30,26-08-2023
618,CUST618,Female,27,Beauty,1,50,50,26-01-2023
619,CUST619,Male,47,Electronics,4,25,100,13-10-2023
620,CUST620,Male,63,Electronics,3,25,75,08-05-2023
621,CUST621,Female,40,Beauty,2,500,1000,04-03-2023
622,CUST622,Female,49,Beauty,3,25,75,22-08-2023
623,CUST623,Male,34,Clothing,3,50,150,10-03-2023
624,CUST624,Female,34,Beauty,3,300,900,26-08-2023
625,CUST625,Male,31,Clothing,1,300,300,08-12-2023
626,CUST626,Female,26,Clothing,4,500,2000,29-09-2023
627,CUST627,Male,57,Clothing,1,50,50,14-10-2023
628,CUST628,Female,19,Beauty,4,50,200,01-11-2023
629,CUST629,Male,62,Electronics,2,25,50,12-06-2023
630,CUST630,Male,42,Clothing,2,50,100,15-08-2023
631,CUST631,Male,56,Electronics,3,30,90,10-11-2023
632,CUST632,Female,26,Electronics,4,25,100,16-09-2023
633,CUST633,Male,39,Beauty,4,30,120,07-08-2023
634,CUST634,Male,60,Electronics,4,500,2000,08-10-2023
635,CUST635,Female,63,Electronics,3,300,900,17-08-2023
636,CUST636,Female,21,Beauty,3,500,1500,23-03-2023
637,CUST637,Male,43,Clothing,2,300,600,01-09-2023
638,CUST638,Male,46,Electronics,1,500,500,19-08-2023
639,CUST639,Female,62,Beauty,4,50,200,13-05-2023
640,CUST640,Female,51,Electronics,4,30,120,07-05-2023
641,CUST641,Female,40,Electronics,1,300,300,23-11-2023
642,CUST642,Female,54,Clothing,4,25,100,22-05-2023
643,CUST643,Female,28,Electronics,3,30,90,24-09-2023
644,CUST644,Male,23,Beauty,3,25,75,06-09-2023
645,CUST645,Female,35,Electronics,4,30,120,17-11-2023
646,CUST646,Male,38,Clothing,3,30,90,03-05-2023
647,CUST647,Male,59,Clothing,3,500,1500,21-05-2023
648,CUST648,Male,53,Beauty,4,300,1200,14-08-2023
649,CUST649,Female,58,Clothing,2,300,600,09-02-2023
650,CUST650,Male,55,Electronics,1,30,30,01-01-2024
651,CUST651,Male,51,Clothing,3,50,150,27-05-2023
652,CUST652,Female,34,Beauty,2,50,100,01-05-2023
653,CUST653,Male,54,Clothing,3,25,75,20-05-2023
654,CUST654,Male,42,Clothing,3,25,75,21-06-2023
655,CUST655,Female,55,Clothing,1,500,500,13-06-2023
656,CUST656,Male,29,Beauty,3,30,90,04-10-2023
657,CUST657,Male,40,Clothing,1,25,25,11-02-2023
658,CUST658,Male,59,Clothing,1,25,25,12-03-2023
659,CUST659,Female,39,Electronics,1,30,30,19-03-2023
660,CUST660,Female,38,Beauty,2,500,1000,29-04-2023
661,CUST661,Female,44,Clothing,4,25,100,16-07-2023
662,CUST662,Male,48,Beauty,2,500,1000,22-12-2023
663,CUST663,Male,23,Clothing,4,300,1200,20-03-2023
664,CUST664,Female,44,Clothing,4,500,2000,28-12-2023
665,CUST665,Male,57,Clothing,1,50,50,20-04-2023
666,CUST666,Male,51,Electronics,3,50,150,02-02-2023
667,CUST667,Female,29,Electronics,1,500,500,01-08-2023
668,CUST668,Female,62,Electronics,3,50,150,28-07-2023
669,CUST669,Male,24,Beauty,4,300,1200,19-06-2023
670,CUST670,Male,27,Beauty,1,30,30,05-10-2023
671,CUST671,Male,62,Electronics,3,50,150,27-08-2023
672,CUST672,Female,34,Beauty,2,50,100,01-08-2023
673,CUST673,Female,43,Clothing,3,500,1500,01-02-2023
674,CUST674,Female,38,Clothing,1,300,300,16-04-2023
675,CUST675,Female,45,Clothing,2,30,60,04-08-2023
676,CUST676,Male,63,Electronics,3,500,1500,19-07-2023
677,CUST677,Female,19,Beauty,3,500,1500,27-10-2023
678,CUST678,Female,60,Electronics,3,300,900,23-12-2023
679,CUST679,Female,18,Beauty,3,30,90,11-01-2023
680,CUST680,Female,53,Clothing,3,300,900,22-10-2023
681,CUST681,Female,43,Electronics,2,30,60,14-07-2023
682,CUST682,Male,46,Beauty,4,300,1200,02-09-2023
683,CUST683,Male,38,Beauty,2,500,1000,04-01-2023
684,CUST684,Female,28,Clothing,2,500,1000,30-06-2023
685,CUST685,Male,57,Electronics,2,25,50,02-06-2023
686,CUST686,Female,28,Electronics,4,50,200,19-07-2023
687,CUST687,Female,53,Electronics,1,300,300,03-08-2023
688,CUST688,Male,56,Clothing,4,25,100,03-10-2023
689,CUST689,Male,57,Electronics,2,50,100,07-10-2023
690,CUST690,Female,52,Clothing,3,300,900,05-11-2023
691,CUST691,Female,51,Clothing,3,30,90,23-04-2023
692,CUST692,Female,64,Clothing,2,50,100,07-09-2023
693,CUST693,Male,41,Beauty,3,500,1500,23-04-2023
694,CUST694,Female,39,Electronics,2,25,50,20-05-2023
695,CUST695,Female,22,Electronics,3,50,150,12-08-2023
696,CUST696,Female,50,Clothing,4,50,200,06-09-2023
697,CUST697,Male,53,Clothing,1,500,500,15-01-2023
698,CUST698,Female,64,Electronics,1,300,300,19-07-2023
699,CUST699,Female,37,Clothing,4,30,120,22-06-2023
700,CUST700,Male,36,Electronics,4,500,2000,09-12-2023
701,CUST701,Female,52,Beauty,2,30,60,14-12-2023
702,CUST702,Female,60,Clothing,2,300,600,27-07-2023
703,CUST703,Male,34,Electronics,2,50,100,26-03-2023
704,CUST704,Female,62,Clothing,3,30,90,28-08-2023
705,CUST705,Male,60,Electronics,2,25,50,07-03-2023
706,CUST706,Male,51,Electronics,4,25,100,15-11-2023
707,CUST707,Female,26,Clothing,1,500,500,01-10-2023
708,CUST708,Female,43,Beauty,3,300,900,14-01-2023
709,CUST709,Female,19,Electronics,2,500,1000,21-07-2023
710,CUST710,Female,26,Electronics,3,500,1500,31-10-2023
711,CUST711,Male,26,Electronics,3,500,1500,16-10-2023
712,CUST712,Female,57,Beauty,2,25,50,06-12-2023
713,CUST713,Male,34,Beauty,3,25,75,14-01-2023
714,CUST714,Female,18,Clothing,1,500,500,12-02-2023
715,CUST715,Female,42,Beauty,4,25,100,26-11-2023
716,CUST716,Female,60,Clothing,4,300,1200,08-08-2023
717,CUST717,Male,57,Clothing,1,500,500,11-03-2023
718,CUST718,Female,59,Beauty,3,25,75,25-08-2023
719,CUST719,Female,42,Clothing,2,30,60,04-04-2023
720,CUST720,Female,56,Beauty,3,500,1500,26-01-2023
721,CUST721,Female,52,Clothing,1,500,500,14-05-2023
722,CUST722,Male,20,Beauty,3,300,900,14-07-2023
723,CUST723,Female,54,Beauty,4,50,200,17-06-2023
724,CUST724,Male,61,Clothing,3,50,150,19-04-2023
725,CUST725,Male,61,Electronics,1,300,300,21-08-2023
726,CUST726,Male,47,Clothing,4,300,1200,17-06-2023
727,CUST727,Male,55,Beauty,3,300,900,22-06-2023
728,CUST728,Male,51,Electronics,3,50,150,14-07-2023
729,CUST729,Male,29,Clothing,4,300,1200,23-05-2023
730,CUST730,Female,36,Clothing,2,25,50,04-08-2023
731,CUST731,Male,54,Clothing,4,500,2000,10-05-2023
732,CUST732,Male,61,Electronics,2,500,1000,11-02-2023
733,CUST733,Male,34,Beauty,1,30,30,29-08-2023
734,CUST734,Female,27,Clothing,1,30,30,10-01-2023
735,CUST735,Female,64,Clothing,4,500,2000,04-10-2023
736,CUST736,Male,29,Clothing,4,25,100,27-01-2023
737,CUST737,Female,33,Clothing,1,50,50,29-06-2023
738,CUST738,Male,41,Clothing,2,50,100,25-04-2023
739,CUST739,Male,36,Beauty,1,25,25,29-11-2023
740,CUST740,Female,25,Beauty,4,50,200,05-02-2023
741,CUST741,Male,48,Clothing,1,300,300,30-11-2023
742,CUST742,Female,38,Electronics,4,500,2000,21-01-2023
743,CUST743,Female,34,Beauty,4,500,2000,16-01-2023
744,CUST744,Male,40,Electronics,1,25,25,07-05-2023
745,CUST745,Male,54,Beauty,2,50,100,13-04-2023
746,CUST746,Female,33,Clothing,3,30,90,11-01-2023
747,CUST747,Male,23,Beauty,1,30,30,15-11-2023
748,CUST748,Male,25,Clothing,3,50,150,20-03-2023
749,CUST749,Male,42,Beauty,1,30,30,03-05-2023
750,CUST750,Female,35,Clothing,3,25,75,06-03-2023
751,CUST751,Female,42,Clothing,2,25,50,31-08-2023
752,CUST752,Male,29,Clothing,2,50,100,09-12-2023
753,CUST753,Female,32,Clothing,1,30,30,28-02-2023
754,CUST754,Female,43,Electronics,4,25,100,16-10-2023
755,CUST755,Female,58,Clothing,3,25,75,22-04-2023
756,CUST756,Female,62,Electronics,4,300,1200,27-08-2023
757,CUST757,Female,43,Electronics,4,300,1200,25-12-2023
758,CUST758,Male,64,Clothing,4,25,100,12-05-2023
759,CUST759,Male,49,Electronics,2,50,100,08-07-2023
760,CUST760,Male,27,Beauty,1,500,500,27-03-2023
761,CUST761,Female,33,Clothing,1,500,500,07-11-2023
762,CUST762,Female,24,Electronics,2,25,50,07-11-2023
763,CUST763,Male,34,Clothing,2,25,50,28-02-2023
764,CUST764,Female,40,Clothing,1,25,25,25-03-2023
765,CUST765,Male,43,Clothing,4,50,200,09-06-2023
766,CUST766,Male,38,Electronics,3,300,900,25-02-2023
767,CUST767,Male,39,Beauty,3,25,75,24-10-2023
768,CUST768,Female,24,Beauty,3,25,75,14-01-2023
769,CUST769,Female,31,Electronics,4,30,120,09-06-2023
770,CUST770,Male,32,Clothing,1,50,50,22-10-2023
771,CUST771,Male,24,Electronics,2,25,50,13-12-2023
772,CUST772,Male,26,Electronics,1,30,30,12-07-2023
773,CUST773,Male,25,Electronics,4,500,2000,23-07-2023
774,CUST774,Female,40,Clothing,2,25,50,12-04-2023
775,CUST775,Female,46,Electronics,4,25,100,08-02-2023
776,CUST776,Male,35,Clothing,3,30,90,31-10-2023
777,CUST777,Male,48,Electronics,3,50,150,20-12-2023
778,CUST778,Female,47,Beauty,4,25,100,18-11-2023
779,CUST779,Female,56,Electronics,2,500,1000,05-05-2023
780,CUST780,Male,52,Electronics,2,25,50,22-02-2023
781,CUST781,Male,35,Beauty,1,500,500,23-12-2023
782,CUST782,Male,59,Clothing,3,300,900,04-06-2023
783,CUST783,Female,56,Clothing,1,300,300,17-12-2023
784,CUST784,Female,34,Electronics,1,500,500,04-11-2023
785,CUST785,Female,31,Beauty,4,50,200,03-03-2023
786,CUST786,Male,48,Clothing,4,25,100,17-10-2023
787,CUST787,Male,41,Electronics,1,25,25,22-01-2023
788,CUST788,Female,52,Beauty,3,300,900,27-06-2023
789,CUST789,Female,61,Clothing,4,500,2000,30-09-2023
790,CUST790,Male,62,Clothing,1,25,25,08-08-2023
791,CUST791,Female,51,Beauty,1,25,25,05-12-2023
792,CUST792,Female,20,Beauty,1,50,50,09-07-2023
793,CUST793,Male,54,Beauty,1,30,30,05-02-2023
794,CUST794,Female,60,Beauty,1,300,300,17-09-2023
795,CUST795,Male,57,Electronics,1,300,300,28-11-2023
796,CUST796,Male,43,Beauty,4,30,120,24-06-2023
797,CUST797,Male,40,Clothing,3,25,75,07-01-2023
798,CUST798,Male,61,Clothing,1,50,50,04-08-2023
799,CUST799,Male,56,Electronics,2,50,100,08-09-2023
800,CUST800,Male,32,Clothing,4,300,1200,24-02-2023
801,CUST801,Male,21,Clothing,4,50,200,10-08-2023
802,CUST802,Female,46,Beauty,1,30,30,05-07-2023
803,CUST803,Male,39,Clothing,4,25,100,22-11-2023
804,CUST804,Male,42,Electronics,1,30,30,24-08-2023
805,CUST805,Female,30,Beauty,3,500,1500,29-12-2023
806,CUST806,Female,35,Beauty,3,300,900,20-03-2023
807,CUST807,Female,50,Electronics,4,50,200,11-08-2023
808,CUST808,Male,33,Beauty,4,500,2000,01-04-2023
809,CUST809,Female,62,Beauty,2,50,100,25-09-2023
810,CUST810,Male,59,Electronics,4,25,100,30-11-2023
811,CUST811,Male,61,Beauty,2,25,50,19-05-2023
812,CUST812,Male,19,Electronics,3,25,75,12-11-2023
813,CUST813,Male,52,Electronics,3,50,150,03-10-2023
814,CUST814,Female,59,Clothing,1,500,500,05-09-2023
815,CUST815,Female,51,Clothing,3,25,75,27-08-2023
816,CUST816,Male,47,Beauty,2,500,1000,12-08-2023
817,CUST817,Male,30,Beauty,4,50,200,31-10-2023
818,CUST818,Male,30,Electronics,1,500,500,18-05-2023
819,CUST819,Female,35,Beauty,2,50,100,15-06-2023
820,CUST820,Male,49,Electronics,4,50,200,06-05-2023
821,CUST821,Male,49,Electronics,1,300,300,14-02-2023
822,CUST822,Female,52,Beauty,3,50,150,23-05-2023
823,CUST823,Female,56,Electronics,2,50,100,19-08-2023
824,CUST824,Male,63,Clothing,4,30,120,05-05-2023
825,CUST825,Female,46,Beauty,1,25,25,26-08-2023
826,CUST826,Female,46,Clothing,1,300,300,19-10-2023
827,CUST827,Male,61,Beauty,3,300,900,09-11-2023
828,CUST828,Female,33,Electronics,4,300,1200,09-12-2023
829,CUST829,Male,61,Beauty,3,30,90,14-07-2023
830,CUST830,Female,64,Clothing,3,50,150,22-06-2023
831,CUST831,Male,27,Electronics,4,25,100,15-01-2023
832,CUST832,Male,47,Beauty,4,500,2000,11-09-2023
833,CUST833,Male,42,Beauty,4,50,200,16-06-2023
834,CUST834,Female,56,Beauty,2,30,60,04-04-2023
835,CUST835,Male,37,Clothing,4,50,200,07-09-2023
836,CUST836,Female,22,Clothing,1,50,50,19-04-2023
837,CUST837,Male,18,Beauty,3,30,90,01-07-2023
838,CUST838,Male,47,Electronics,2,300,600,13-05-2023
839,CUST839,Female,20,Electronics,4,300,1200,24-06-2023
840,CUST840,Male,62,Clothing,2,25,50,24-05-2023
841,CUST841,Male,31,Electronics,4,25,100,02-11-2023
842,CUST842,Female,47,Clothing,2,300,600,26-12-2023
843,CUST843,Male,21,Beauty,3,500,1500,22-05-2023
844,CUST844,Male,35,Clothing,3,50,150,12-10-2023
845,CUST845,Male,54,Clothing,1,500,500,06-01-2023
846,CUST846,Male,42,Beauty,1,50,50,22-09-2023
847,CUST847,Female,18,Electronics,4,300,1200,08-04-2023
848,CUST848,Female,63,Clothing,3,25,75,13-02-2023
849,CUST849,Male,32,Clothing,2,25,50,04-05-2023
850,CUST850,Female,26,Beauty,2,500,1000,28-07-2023
851,CUST851,Male,32,Electronics,2,25,50,08-09-2023
852,CUST852,Female,41,Clothing,1,300,300,12-10-2023
853,CUST853,Male,21,Beauty,2,500,1000,04-05-2023
854,CUST854,Male,29,Clothing,1,50,50,20-12-2023
855,CUST855,Male,54,Beauty,1,25,25,01-09-2023
856,CUST856,Male,54,Electronics,4,30,120,27-11-2023
857,CUST857,Male,60,Electronics,2,25,50,31-12-2023
858,CUST858,Male,23,Electronics,2,50,100,09-09-2023
859,CUST859,Female,56,Electronics,3,500,1500,18-08-2023
860,CUST860,Male,63,Clothing,4,50,200,09-01-2023
861,CUST861,Female,41,Clothing,3,30,90,17-02-2023
862,CUST862,Male,28,Electronics,4,300,1200,31-05-2023
863,CUST863,Female,30,Electronics,2,25,50,24-04-2023
864,CUST864,Female,51,Electronics,1,500,500,27-07-2023
865,CUST865,Female,42,Clothing,1,300,300,21-12-2023
866,CUST866,Male,24,Electronics,1,50,50,05-05-2023
867,CUST867,Male,21,Electronics,1,500,500,06-06-2023
868,CUST868,Female,25,Electronics,1,300,300,06-12-2023
869,CUST869,Male,37,Beauty,3,500,1500,25-10-2023
870,CUST870,Female,46,Electronics,4,30,120,08-07-2023
871,CUST871,Male,62,Beauty,2,30,60,31-08-2023
872,CUST872,Female,63,Beauty,3,25,75,11-10-2023
873,CUST873,Female,27,Electronics,4,25,100,29-09-2023
874,CUST874,Male,60,Beauty,1,30,30,26-06-2023
875,CUST875,Female,51,Electronics,4,500,2000,06-08-2023
876,CUST876,Male,43,Clothing,4,30,120,09-10-2023
877,CUST877,Female,58,Clothing,1,25,25,19-06-2023
878,CUST878,Female,20,Clothing,1,30,30,30-06-2023
879,CUST879,Male,23,Clothing,1,30,30,26-12-2023
880,CUST880,Male,22,Beauty,2,500,1000,21-08-2023
881,CUST881,Male,22,Electronics,1,300,300,19-05-2023
882,CUST882,Female,64,Electronics,2,25,50,06-06-2023
883,CUST883,Male,40,Electronics,1,500,500,09-05-2023
884,CUST884,Female,26,Clothing,2,30,60,29-04-2023
885,CUST885,Female,52,Clothing,4,30,120,03-03-2023
886,CUST886,Male,37,Electronics,3,300,900,09-04-2023
887,CUST887,Male,59,Clothing,4,25,100,11-06-2023
888,CUST888,Female,52,Electronics,4,25,100,03-03-2023
889,CUST889,Female,35,Electronics,1,50,50,02-10-2023
890,CUST890,Male,34,Electronics,2,25,50,20-12-2023
891,CUST891,Male,41,Electronics,3,300,900,05-04-2023
892,CUST892,Male,20,Electronics,1,50,50,09-04-2023
893,CUST893,Male,49,Electronics,1,50,50,21-04-2023
894,CUST894,Male,52,Electronics,1,30,30,05-09-2023
895,CUST895,Female,55,Clothing,4,30,120,22-05-2023
896,CUST896,Female,30,Electronics,2,25,50,29-10-2023
897,CUST897,Female,64,Electronics,2,50,100,26-09-2023
898,CUST898,Female,42,Clothing,3,30,90,02-11-2023
899,CUST899,Male,26,Clothing,2,300,600,25-05-2023
900,CUST900,Male,21,Clothing,2,30,60,21-02-2023
901,CUST901,Male,31,Electronics,1,30,30,10-04-2023
902,CUST902,Female,54,Beauty,1,50,50,01-06-2023
903,CUST903,Female,51,Beauty,4,50,200,27-04-2023
904,CUST904,Male,28,Clothing,1,500,500,04-07-2023
905,CUST905,Male,58,Beauty,1,300,300,02-04-2023
906,CUST906,Female,20,Clothing,1,50,50,04-06-2023
907,CUST907,Female,45,Electronics,1,25,25,08-01-2023
908,CUST908,Male,46,Beauty,4,300,1200,29-12-2023
909,CUST909,Male,26,Electronics,1,300,300,01-10-2023
910,CUST910,Female,20,Beauty,3,50,150,06-03-2023
911,CUST911,Male,42,Electronics,3,300,900,21-05-2023
912,CUST912,Male,51,Beauty,3,50,150,24-01-2023
913,CUST913,Male,29,Electronics,3,30,90,28-01-2023
914,CUST914,Female,59,Electronics,1,500,500,11-10-2023
915,CUST915,Female,26,Beauty,3,30,90,30-05-2023
916,CUST916,Female,32,Electronics,1,50,50,24-12-2023
917,CUST917,Female,57,Electronics,4,50,200,06-03-2023
918,CUST918,Female,42,Electronics,3,30,90,23-11-2023
919,CUST919,Female,22,Beauty,2,25,50,09-09-2023
920,CUST920,Female,28,Beauty,3,25,75,22-02-2023
921,CUST921,Male,51,Electronics,3,25,75,07-01-2023
922,CUST922,Male,41,Electronics,1,50,50,21-10-2023
